ID,WAVELENGTH,FLUX,FLUX_ERR
7703-57333-0954,[ 3609.109   3609.9392  3610.7717 ... 10384.841  10387.236  10389.631 ],"[ 5.6880671e-17  3.7210167e-17  4.4437542e-17 ...  2.7708557e-16
  7.8144427e-17 -1.2079408e-16]","[2.9849851e-17 2.7923344e-17 3.0618564e-17 ... 1.1503623e-16 0.0000000e+00
 4.6820044e-17]"
7705-57332-0036,[ 3566.1538  3566.9744  3567.7969 ... 10327.612  10329.994  10332.376 ],"[-7.3308708e-18  3.1608967e-17  7.0541288e-17 ...  2.6657555e-17
 -1.4668599e-17 -5.7571393e-17]","[7.7725212e-17 0.0000000e+00 3.5403750e-17 ... 2.7512894e-17 2.9401877e-17
 4.7625334e-17]"
7711-57667-0508,[ 3606.6172  3607.447   3608.2788 ... 10346.657  10349.043  10351.419 ],"[ 6.20460964e-17 -1.09007466e-17 -1.82481239e-19 ...  3.47990748e-17
  7.53014871e-17  1.15804373e-16]","[2.6381680e-17 2.3850519e-17 2.5664081e-17 ... 3.8541445e-17 0.0000000e+00
 5.1923728e-17]"
7715-57364-0054,[ 3567.7969  3568.6177  3569.4385 ... 10318.104  10320.482  10322.862 ],"[ 7.0439855e-17  2.1708819e-17  3.0420576e-17 ... -2.1389297e-17
  4.6824630e-17  3.9944165e-17]","[1.8852365e-16 8.3213046e-17 7.9337672e-17 ... 4.1767969e-17 3.6813481e-17
 3.3530474e-17]"
7715-57364-0709,[ 3608.2788  3609.109   3609.9392 ... 10389.631  10392.016  10394.412 ],"[ 7.7474555e-18  3.5341679e-17 -1.7847206e-17 ...  1.1122857e-17
 -3.3679956e-17 -7.8484187e-17]","[3.8024444e-17 3.8557135e-17 3.5762965e-17 ... 7.3884686e-17 0.0000000e+00
 3.4239983e-17]"
7716-58097-0355,[ 3598.3208  3599.1506  3599.9788 ... 10320.482  10322.862  10325.231 ],"[ 8.6717585e-17 -6.1585412e-18  4.9190674e-17 ...  4.1550169e-17
  1.5054752e-17 -8.9765814e-18]","[3.0359682e-17 2.8498632e-17 2.9698143e-17 ... 3.3341718e-17 2.1888883e-17
 2.8096089e-17]"
7719-58082-0722,[ 3594.181   3595.0098  3595.8367 ... 10363.348  10365.737  10368.116 ],"[ 1.1275761e-16 -4.1240939e-17  5.0886603e-17 ...  3.4478112e-17
  7.2358881e-18 -2.0006705e-17]","[4.1947735e-17 4.0610409e-17 4.0840101e-17 ... 1.9963377e-17 0.0000000e+00
 2.3798803e-17]"
7720-58101-0020,[ 3598.3208  3599.1506  3599.9788 ... 10322.862  10325.231  10327.612 ],"[ 1.7062053e-18  1.3994378e-16 -1.8068546e-16 ... -3.8398175e-18
 -2.2285751e-17 -4.2193478e-18]","[3.6930789e-17 4.1417357e-17 3.6685665e-17 ... 2.3110157e-17 2.5823164e-17
 2.5488613e-17]"
7720-58101-0865,[ 3590.8735  3591.6995  3592.526  ... 10360.958  10363.348  10365.737 ],"[-6.8505451e-17 -1.1595090e-17  4.5312818e-17 ...  2.0031353e-18
  4.6405272e-17  1.8328886e-16]","[3.3267312e-17 0.0000000e+00 3.7720597e-17 ... 5.9977821e-17 6.1500257e-17
 6.5791630e-17]"
7721-57360-0808,[ 3605.786   3606.6172  3607.447  ... 10384.841  10387.236  10389.631 ],"[ 2.2625810e-17  4.9845732e-17  1.5013406e-17 ...  1.8020368e-16
  2.1754858e-17 -1.3669805e-16]","[3.13261471e-17 3.07829045e-17 3.06892908e-17 ... 1.04092395e-16
 0.00000000e+00 9.61503958e-17]"
7722-58425-0601,[ 3585.0903  3585.915   3586.74   ... 10351.419  10353.806  10356.193 ],"[ 5.6658034e-18  5.6707102e-17  3.8603936e-18 ...  2.2242445e-17
  9.8750360e-18 -2.4926290e-18]","[1.1410188e-16 3.8765790e-17 3.8572904e-17 ... 4.9347524e-17 0.0000000e+00
 5.5917846e-17]"
7723-58430-0904,[ 3585.0903  3585.915   3586.74   ... 10360.958  10363.348  10365.737 ],"[ 3.4534900e-18  7.0898497e-17  1.3834269e-16 ... -5.5029358e-17
  7.7717424e-17  1.2883566e-16]","[4.4361848e-17 0.0000000e+00 4.7824718e-17 ... 8.1329079e-17 5.5201855e-17
 6.9019302e-17]"
7726-58154-0321,[ 3596.666   3597.4934  3598.3208 ... 10322.862  10325.231  10327.612 ],"[ 9.8241052e-17  5.9815250e-17 -1.0451454e-18 ...  7.8302480e-18
 -6.6753575e-17 -3.5401070e-17]","[5.5098914e-17 5.2390497e-17 4.9308789e-17 ... 2.7013666e-17 2.9980013e-17
 2.5477909e-17]"
7727-58152-0651,[ 3582.6133  3583.4395  3584.264  ... 10358.569  10360.958  10363.348 ],"[-7.9332849e-18 -2.2857246e-18  3.3784455e-18 ...  4.6806425e-17
  1.1500185e-17  3.4385600e-17]","[1.7058631e-17 0.0000000e+00 1.1637801e-17 ... 2.3053160e-17 1.5858746e-17
 1.6900071e-17]"
7729-58135-0774,[ 3582.6133  3583.4395  3584.264  ... 10365.737  10368.116  10370.507 ],"[ 5.0883577e-18  1.8838501e-17 -4.6987608e-17 ...  1.6772045e-16
 -1.1703035e-16 -4.0179085e-16]","[7.3959959e-17 2.6850918e-17 2.3273170e-17 ... 8.6293659e-17 0.0000000e+00
 2.2374097e-16]"
7733-58103-0104,[ 3597.4934  3598.3208  3599.1506 ... 10322.862  10325.231  10327.612 ],"[ 1.9683533e-16  3.3654863e-18  1.2193845e-16 ...  7.7151094e-18
 -1.5264998e-17 -4.1508581e-18]","[5.4297207e-17 4.9950115e-17 4.8049913e-17 ... 2.2458038e-17 2.6128533e-17
 2.7107728e-17]"
7733-58103-0219,[ 3596.666   3597.4934  3598.3208 ... 10322.862  10325.231  10327.612 ],"[-1.78315639e-17 -1.48301556e-17  6.61744755e-17 ...  3.45942847e-17
  2.82678254e-17  1.30522574e-17]","[3.6233204e-17 3.7459261e-17 3.6223682e-17 ... 3.1159387e-17 3.4328131e-17
 3.6790012e-17]"
7733-58103-0998,[ 3587.5671  3588.3923  3589.22   ... 10353.806  10356.193  10358.569 ],"[ 8.8464366e-17  2.9124573e-17 -3.0183311e-17 ... -1.3783567e-16
  5.3130439e-17  6.3421809e-19]","[4.4197835e-17 0.0000000e+00 3.8029913e-17 ... 4.6690054e-17 6.1140234e-17
 5.1177820e-17]"
7737-57722-0012,[ 3574.374   3575.1963  3576.0208 ... 10332.376  10334.747  10337.131 ],"[-1.0188846e-18 -2.4158096e-17  1.2151864e-16 ...  3.8190591e-17
 -8.9388479e-18 -2.7170168e-17]","[1.00703343e-16 6.27396444e-17 6.56177763e-17 ... 3.10999065e-17
 3.82836194e-17 3.34695308e-17]"
7738-58100-0843,[ 3590.8735  3591.6995  3592.526  ... 10363.348  10365.737  10368.116 ],"[2.1899233e-17 3.2899974e-17 4.3903938e-17 ... 2.4582319e-17 1.2945917e-17
 1.3096628e-18]","[3.9608574e-17 0.0000000e+00 3.8822991e-17 ... 2.3396206e-17 0.0000000e+00
 7.4659297e-17]"
7741-58078-0996,[ 3590.0457  3590.8735  3591.6995 ... 10360.958  10363.348  10365.737 ],"[ 7.9558900e-17 -2.4953301e-17  3.0348049e-17 ...  3.8419525e-17
  2.1064224e-17  3.7083967e-18]","[6.8320387e-17 4.6797935e-17 4.1469648e-17 ... 4.5685182e-17 0.0000000e+00
 5.7171329e-17]"
7744-58396-0905,[ 3592.526   3593.3542  3594.181  ... 10349.043  10351.419  10353.806 ],"[-5.3198622e-17 -5.1024524e-17 -4.8853988e-17 ... -2.5362668e-17
 -3.6676513e-17 -4.7991957e-17]","[4.7744392e-17 0.0000000e+00 4.0983616e-17 ... 5.0874212e-17 0.0000000e+00
 4.8553699e-17]"
7748-58396-0813,[ 3591.6995  3592.526   3593.3542 ... 10363.348  10365.737  10368.116 ],"[ 7.2265761e-17  6.1586541e-17 -3.4114781e-17 ...  3.0808355e-17
 -1.3785934e-17 -5.8381858e-17]","[3.7959583e-17 3.3951165e-17 3.3193620e-17 ... 3.5033494e-17 0.0000000e+00
 2.9583145e-17]"
7749-58073-0388,[ 3598.3208  3599.1506  3599.9788 ... 10325.231  10327.612  10329.994 ],"[-5.2314471e-18  6.8220047e-17  2.9248197e-17 ... -1.0263105e-17
 -1.9060271e-17 -8.7430526e-18]","[2.9429544e-17 2.7555486e-17 2.5604425e-17 ... 2.5924254e-17 2.3507336e-17
 2.4642380e-17]"
7751-58081-0459,[ 3599.1506  3599.9788  3600.8088 ... 10325.231  10327.612  10329.994 ],"[ 1.4021584e-16 -9.7367622e-17  4.3401005e-17 ... -1.6954458e-17
 -2.2817579e-17 -2.5110201e-17]","[3.1095499e-17 2.9121684e-17 3.0359487e-17 ... 2.1908969e-17 1.8760723e-17
 2.0124795e-17]"
7752-58072-0784,[ 3591.6995  3592.526   3593.3542 ... 10363.348  10365.737  10368.116 ],"[ 4.3622486e-18  4.0891479e-18  3.8160745e-18 ...  4.4041703e-17
  1.8105235e-17 -7.8311240e-18]","[2.8504756e-17 0.0000000e+00 2.7266839e-17 ... 2.9276417e-17 0.0000000e+00
 3.4299296e-17]"
7756-58392-0544,[ 3591.6995  3592.526   3593.3542 ... 10360.958  10363.348  10365.737 ],"[ 2.0288370e-17 -1.1503462e-17 -4.3290732e-17 ... -4.3884711e-17
 -3.6727361e-18 -6.5152049e-19]","[4.3515749e-17 0.0000000e+00 2.6687857e-17 ... 3.4834286e-17 3.3798332e-17
 3.0113580e-17]"
7757-58392-0056,[ 3596.666   3597.4934  3598.3208 ... 10332.376  10334.747  10337.131 ],"[ 2.0130016e-17  1.1296650e-17  8.1901111e-17 ... -2.9830389e-17
 -5.2930421e-17 -1.7252276e-17]","[2.9239468e-17 3.0002546e-17 2.9617086e-17 ... 2.6394766e-17 3.0190914e-17
 3.1684968e-17]"
7758-58402-0300,[ 3595.8367  3596.666   3597.4934 ... 10329.994  10332.376  10334.747 ],"[-5.8140355e-17  5.9556223e-17 -2.8865622e-17 ...  5.4342497e-17
 -2.0034511e-17 -8.2089232e-17]","[2.5273003e-17 2.5532751e-17 2.3018100e-17 ... 2.4592356e-17 3.3726979e-17
 5.6151998e-17]"
7758-58402-0446,[ 3595.0098  3595.8367  3596.666  ... 10329.994  10332.376  10334.747 ],"[ 1.1734085e-17 -1.3869474e-17  4.9205309e-17 ...  6.5471895e-17
 -8.0094426e-18 -7.2737459e-17]","[3.1768077e-17 2.9915936e-17 2.7802781e-17 ... 2.6883070e-17 3.6737457e-17
 5.9421492e-17]"
7759-58401-0167,[ 3594.181   3595.0098  3595.8367 ... 10329.994  10332.376  10334.747 ],"[-1.2794226e-18  4.6435680e-17  6.1266568e-17 ...  4.6033511e-17
  4.8687776e-18 -7.3811502e-18]","[3.3356320e-17 3.5255414e-17 3.4029287e-17 ... 2.5665363e-17 3.9242325e-17
 4.3667351e-17]"
7765-58047-0215,[ 3595.8367  3596.666   3597.4934 ... 10327.612  10329.994  10332.376 ],"[ 4.8520003e-17 -6.2364932e-17  3.8232559e-17 ...  7.0570735e-17
  7.2483574e-17 -2.8179989e-17]","[5.4484607e-17 5.0532533e-17 4.8877063e-17 ... 2.3140488e-17 2.4023585e-17
 3.5294086e-17]"
7768-58289-0452,[ 3607.447   3608.2788  3609.109  ... 10327.612  10329.994  10332.376 ],"[ 6.6467271e-17 -3.5028593e-18 -1.8259193e-17 ... -1.5163365e-18
  6.0343996e-18  4.0016930e-18]","[3.2356228e-17 2.8135629e-17 2.7032109e-17 ... 1.8735987e-17 1.9120382e-17
 1.8692455e-17]"
7818-56989-0364,[ 3562.8704  3563.69    3564.5117 ... 10332.376  10334.747  10337.131 ],"[-3.0198637e-17  5.7583940e-17  2.7560082e-18 ...  8.0408192e-18
 -7.3957946e-18 -3.6259171e-17]","[2.6068382e-17 2.5476296e-17 2.3256434e-17 ... 3.8995167e-17 4.7915747e-17
 5.0286152e-17]"
7819-57280-0222,[ 3569.4385  3570.2617  3571.083  ... 10327.612  10329.994  10332.376 ],"[ 1.09128026e-16  7.42287794e-17  3.93291526e-17 ... -1.06436779e-17
  5.41584429e-17 -7.79246654e-18]","[3.2438804e-17 0.0000000e+00 3.2193274e-17 ... 2.2633086e-17 2.0327441e-17
 2.1874823e-17]"
7821-57279-0106,[ 3572.7283  3573.552   3574.374  ... 10329.994  10332.376  10334.747 ],"[ 2.7776280e-16  2.8766333e-19 -2.7709426e-16 ...  3.1974796e-17
  8.9174289e-18 -2.1028547e-17]","[4.6529515e-17 0.0000000e+00 4.0001475e-17 ... 2.2898887e-17 3.0875456e-17
 3.9300549e-17]"
7822-57041-0278,[ 3565.3318  3566.1538  3566.9744 ... 10332.376  10334.747  10337.131 ],"[ 3.3171198e-18  2.9174300e-17  5.5027485e-17 ... -1.0804907e-17
 -6.4557549e-17 -4.3950124e-17]","[4.0214673e-17 0.0000000e+00 2.8196645e-17 ... 4.4162630e-17 5.7100734e-17
 3.9635415e-17]"
7823-56978-0096,[ 3558.771   3559.5898  3560.4106 ... 10329.994  10332.376  10334.747 ],"[ 1.4823929e-16  7.5740383e-17  3.2605121e-18 ...  4.5256590e-17
 -9.3716643e-18 -6.9972955e-17]","[1.2129102e-16 0.0000000e+00 6.0594514e-17 ... 2.4593497e-17 3.3130000e-17
 3.8076292e-17]"
7823-56978-0482,[ 3558.771   3559.5898  3560.4106 ... 10329.994  10332.376  10334.747 ],"[-1.4677775e-16 -7.4453528e-17 -2.1149406e-18 ...  1.0160465e-16
  1.5317721e-17 -1.1777956e-16]","[3.5403214e-17 0.0000000e+00 3.7167161e-17 ... 4.3449637e-17 6.0835865e-17
 7.6317761e-17]"
7828-57039-0133,[ 3562.8704  3563.69    3564.5117 ... 10327.612  10329.994  10332.376 ],"[ 1.00524798e-16  1.06114984e-16  1.11703423e-16 ...  4.80219440e-17
  4.14040193e-17 -6.08629701e-17]","[1.04708995e-16 0.00000000e+00 5.17374540e-17 ... 1.86832009e-17
 2.39846941e-17 3.98913442e-17]"
7833-57286-0822,[ 3613.266   3614.0994  3614.9307 ... 10382.458  10384.841  10387.236 ],"[ 1.4218022e-16 -1.7873659e-17  1.0837221e-17 ... -6.2576763e-17
  1.7527633e-16  2.0971883e-16]","[5.2376524e-17 3.7314885e-17 3.6335563e-17 ... 1.5852223e-16 1.4563122e-16
 7.3970037e-17]"
7841-56960-0572,[ 3604.9565  3605.786   3606.6172 ... 10389.631  10392.016  10394.412 ],"[ 4.26421325e-18  2.75620220e-17  6.47140716e-17 ...  1.07400615e-16
 -1.23431520e-16 -3.54280503e-16]","[4.5537639e-17 4.4806643e-17 4.3793201e-17 ... 3.6391536e-17 0.0000000e+00
 3.7545936e-17]"
7844-56982-0588,[ 3602.4678  3603.2964  3604.1252 ... 10380.064  10382.458  10384.841 ],"[-4.8562626e-17  1.8203375e-17  7.5124924e-18 ... -2.1178222e-16
  7.3095774e-17  4.5460487e-17]","[3.8698093e-17 3.2732443e-17 3.1633577e-17 ... 5.9418746e-17 4.5577910e-17
 4.4842933e-17]"
7845-56980-0171,[ 3559.5898  3560.4106  3561.2297 ... 10325.231  10327.612  10329.994 ],"[-1.5092028e-17  4.5661726e-17  1.0641214e-16 ... -3.5575658e-17
 -2.3226158e-17  1.8151316e-17]","[3.9102644e-17 0.0000000e+00 4.2464465e-17 ... 2.8914839e-17 2.4940900e-17
 2.4276922e-17]"
7845-56980-0693,[ 3603.2964  3604.1252  3604.9565 ... 10377.672  10380.064  10382.458 ],"[ 6.7433272e-17 -7.4710867e-17 -6.3150401e-18 ... -1.6002014e-17
 -2.9022300e-17 -4.2043092e-17]","[4.3726084e-17 4.1388439e-17 4.0033560e-17 ... 5.1131921e-17 0.0000000e+00
 4.8618864e-17]"
7849-56980-0873,[ 3602.4678  3603.2964  3604.1252 ... 10363.348  10365.737  10368.116 ],"[ 3.2135762e-17  2.0487633e-17 -2.6007976e-17 ...  4.8869979e-17
  1.3978224e-17  3.7142438e-17]","[1.7134883e-17 1.5636695e-17 1.5159241e-17 ... 2.4451868e-17 1.8188524e-17
 3.5703309e-17]"
7853-56988-0594,[ 3605.786   3606.6172  3607.447  ... 10389.631  10392.016  10394.412 ],"[ 8.3637846e-17  6.4203483e-17  2.7727468e-17 ...  5.6108204e-17
 -4.4651590e-17 -1.4541725e-16]","[3.6549128e-17 3.4603357e-17 3.3707914e-17 ... 3.1689951e-17 0.0000000e+00
 2.9085487e-17]"
7854-56989-0547,[ 3604.1252  3604.9565  3605.786  ... 10387.236  10389.631  10392.016 ],"[ 4.4494813e-17  6.1728664e-17  4.7589716e-17 ...  1.8122912e-16
 -4.2335451e-17 -2.6592210e-16]","[3.1990466e-17 3.1301557e-17 3.1410821e-17 ... 9.3442418e-17 0.0000000e+00
 5.0347218e-17]"
7855-57011-0235,[ 3561.2297  3562.0508  3562.8704 ... 10332.376  10334.747  10337.131 ],"[ 1.4353405e-16  1.1821566e-16  9.2863742e-17 ... -2.6829817e-17
 -2.7544221e-17  8.5564166e-18]","[4.3837916e-17 0.0000000e+00 3.9887384e-17 ... 2.5500565e-17 3.0722600e-17
 2.6407384e-17]"
7856-57260-0082,[ 3570.2617  3571.083   3571.9065 ... 10329.994  10332.376  10334.747 ],"[-2.0438287e-16  4.1041036e-17 -1.6950880e-17 ...  4.4354442e-18
 -1.2804404e-17 -7.3003460e-17]","[3.6013634e-17 3.0492534e-17 3.3317167e-17 ... 3.0949389e-17 3.5931555e-17
 4.3118758e-17]"
7859-57282-0911,[ 3613.266   3614.0994  3614.9307 ... 10384.841  10387.236  10389.631 ],"[-1.0698557e-16 -4.5343851e-17  4.1542810e-17 ...  2.5722280e-17
 -3.2134772e-17 -8.9991063e-17]","[3.3600305e-17 3.4933336e-17 3.9939903e-17 ... 2.7738792e-17 0.0000000e+00
 4.5771040e-17]"
7860-57006-0329,[ 3559.5898  3560.4106  3561.2297 ... 10334.747  10337.131  10339.515 ],"[ 1.7418972e-16  1.4482248e-16  1.1545972e-16 ... -5.6311106e-18
 -3.3333625e-17  4.7766795e-17]","[6.7571094e-17 0.0000000e+00 6.3899874e-17 ... 3.1891032e-17 3.0064601e-17
 3.1021741e-17]"
7860-57006-0403,[ 3559.5898  3560.4106  3561.2297 ... 10334.747  10337.131  10339.515 ],"[-3.5232367e-16 -4.9047883e-17  2.5418906e-16 ... -4.4447587e-17
 -4.3335274e-17 -1.4415791e-17]","[5.2578134e-17 0.0000000e+00 4.7494229e-17 ... 2.7819484e-17 3.0492974e-17
 2.7709727e-17]"
7863-56975-0220,[ 3562.0508  3562.8704  3563.69   ... 10334.747  10337.131  10339.515 ],"[ 4.7815662e-17  3.1978164e-17  1.6141968e-17 ... -6.2630675e-17
 -2.5671377e-17  2.1176879e-17]","[5.4135020e-17 0.0000000e+00 4.2933658e-17 ... 3.2362048e-17 3.0661842e-17
 2.5818678e-17]"
7865-56955-0520,[ 3604.1252  3604.9565  3605.786  ... 10382.458  10384.841  10387.236 ],"[-1.1684784e-18  1.6725288e-17  2.9312290e-17 ...  1.1330312e-16
  1.1910646e-16  1.2491007e-16]","[3.4790422e-17 2.3391463e-17 2.1820581e-17 ... 0.0000000e+00 0.0000000e+00
 1.3090332e-16]"
7867-57003-0306,[ 3562.0508  3562.8704  3563.69   ... 10327.612  10329.994  10332.376 ],"[ 2.6341760e-17  3.1922945e-17  3.7503585e-17 ...  6.8753400e-17
  8.2466684e-17 -1.6530631e-16]","[2.9700608e-17 0.0000000e+00 2.8136512e-17 ... 5.2765974e-17 6.0389664e-17
 1.1762118e-16]"
7868-57006-0722,[ 3603.2964  3604.1252  3604.9565 ... 10387.236  10389.631  10392.016 ],"[ 2.8865358e-17  1.5850475e-17 -2.6854650e-17 ...  6.2953236e-17
 -4.9571197e-18 -2.7136333e-17]","[3.9617296e-17 3.8621900e-17 3.5933123e-17 ... 4.6652646e-17 5.9535557e-17
 6.5511143e-17]"
7871-56902-0508,[ 3607.447   3608.2788  3609.109  ... 10382.458  10384.841  10387.236 ],"[-3.8888282e-17  6.6171256e-18  4.2803655e-17 ... -3.3847731e-17
  1.6281421e-16  7.4287648e-17]","[3.4939887e-17 3.5426117e-17 3.3611740e-17 ... 4.2637207e-17 3.9603571e-17
 4.5742817e-17]"
7880-57336-0210,[ 3570.2617  3571.083   3571.9065 ... 10322.862  10325.231  10327.612 ],"[ 1.8730306e-18 -1.1484984e-17  5.7346804e-17 ...  9.3533100e-18
 -5.2107804e-18 -7.8939500e-18]","[1.8622380e-17 1.8094091e-17 1.6911746e-17 ... 5.2939053e-17 5.4524179e-17
 5.3147344e-17]"
7885-57336-0480,[ 3567.7969  3568.6177  3569.4385 ... 10327.612  10329.994  10332.376 ],"[-4.7645715e-18  7.8326367e-17  7.7087555e-17 ... -5.5264479e-18
  3.6916746e-17 -2.0825901e-17]","[1.1894131e-16 8.6177800e-17 5.9558228e-17 ... 1.9871229e-17 1.9350509e-17
 2.3661209e-17]"
7885-57336-0995,[ 3609.9392  3610.7717  3611.6023 ... 10380.064  10382.458  10384.841 ],"[-1.8361454e-17  6.7477947e-17  3.8065770e-17 ... -3.4788085e-16
  2.2742411e-16  1.9189277e-16]","[5.3303294e-17 3.7342238e-17 3.8052813e-17 ... 7.8586208e-17 9.4695643e-17
 9.0321949e-17]"
7892-57333-0256,[ 3569.4385  3570.2617  3571.083  ... 10315.736  10318.104  10320.482 ],"[-1.5242993e-16 -1.4153293e-16 -1.3063215e-16 ... -1.3565393e-16
 -2.1218903e-17  2.5374553e-17]","[4.20396580e-17 0.00000000e+00 2.63836105e-17 ... 8.12426357e-17
 1.04199095e-16 1.07807071e-16]"
7892-57333-0336,[ 3569.4385  3570.2617  3571.083  ... 10315.736  10318.104  10320.482 ],"[-1.5605570e-17 -9.8852864e-18 -4.1626384e-18 ... -4.6946669e-17
 -6.9694870e-17  3.8837645e-17]","[5.6785605e-17 0.0000000e+00 4.9463104e-17 ... 3.0400376e-17 4.7839339e-17
 4.7100270e-17]"
7893-57286-0126,[ 3572.7283  3573.552   3574.374  ... 10329.994  10332.376  10334.747 ],"[ 1.31077124e-17  1.68481686e-17  2.05880324e-17 ...  1.00993571e-16
  2.01235077e-17 -1.40303292e-16]","[2.6052083e-17 0.0000000e+00 2.4767994e-17 ... 5.1454442e-17 6.0499375e-17
 6.8137044e-17]"
7895-57659-0078,[ 3572.7283  3573.552   3574.374  ... 10329.994  10332.376  10334.747 ],"[ 2.36152074e-17  4.08113006e-18 -1.54517735e-17 ...  2.94790031e-17
  2.32707066e-17 -1.06466566e-17]","[6.3296363e-17 0.0000000e+00 5.0562593e-17 ... 1.8245014e-17 2.4775952e-17
 3.4119073e-17]"
7902-57362-0960,[ 3609.9392  3610.7717  3611.6023 ... 10387.236  10389.631  10392.016 ],"[-2.1234772e-17  1.1821500e-16 -2.5329589e-17 ...  7.0257426e-17
  6.4119904e-17 -4.0411677e-16]","[3.8083402e-17 3.9234646e-17 3.7539607e-17 ... 6.1045651e-17 6.8520909e-17
 7.9850524e-17]"
7913-57333-0374,[ 3569.4385  3570.2617  3571.083  ... 10322.862  10325.231  10327.612 ],"[ 1.6158528e-17 -5.5369766e-17  2.4678392e-16 ...  2.9770217e-17
  2.4637396e-17 -1.1957337e-17]","[6.4851377e-17 4.2120328e-17 4.2528439e-17 ... 2.6525920e-17 3.4439900e-17
 3.1813813e-17]"
7913-57333-0922,[ 3609.109   3609.9392  3610.7717 ... 10351.419  10353.806  10356.193 ],"[ 7.3570125e-17 -1.1317561e-18  2.6377837e-17 ...  4.0720910e-17
  5.5609427e-17 -4.2782832e-18]","[3.2448628e-17 3.0913735e-17 3.0271121e-17 ... 6.5395847e-17 4.3426751e-17
 4.5910509e-17]"
7914-57331-0939,[ 3609.109   3609.9392  3610.7717 ... 10377.672  10380.064  10382.458 ],"[ 9.8289895e-17 -4.5062149e-17  3.0890372e-17 ... -4.8082344e-16
 -5.7874315e-16 -5.6860773e-17]","[6.5833134e-17 3.8568742e-17 3.9671347e-17 ... 0.0000000e+00 4.6758183e-16
 1.1177504e-16]"
8054-57194-0178,[ 3575.1963  3576.0208  3576.8435 ... 10334.747  10337.131  10339.515 ],"[ 1.7458456e-17 -3.9664829e-17 -2.3914500e-19 ...  9.5043983e-19
  3.3720206e-19  1.1708924e-17]","[6.7364987e-17 4.6979538e-17 4.8243708e-17 ... 3.0222337e-17 4.5474707e-17
 4.2405732e-17]"
8054-57194-0674,[ 3615.7625  3616.5962  3617.4282 ... 10392.016  10394.412  10396.809 ],"[-5.0428400e-18  1.2357926e-17  7.3939663e-17 ... -7.9096208e-17
  3.3086698e-17  1.4525517e-16]","[5.1563435e-17 4.9538656e-17 4.9521785e-17 ... 3.5542194e-17 0.0000000e+00
 9.4345527e-17]"
8054-57194-0842,[ 3615.7625  3616.5962  3617.4282 ... 10392.016  10394.412  10396.809 ],"[-6.8936557e-17  3.0388637e-17 -3.7216245e-18 ... -6.4662628e-17
  5.8790188e-17  1.8222831e-16]","[2.8684777e-17 2.8513488e-17 2.8241524e-17 ... 5.5236018e-17 0.0000000e+00
 7.3183865e-17]"
8055-57187-0157,[ 3573.552   3574.374   3575.1963 ... 10334.747  10337.131  10339.515 ],"[ 1.6830500e-17 -2.4693937e-17  8.1334380e-17 ... -4.0376271e-17
 -2.7641928e-17  2.2314436e-17]","[4.8179889e-17 4.7098251e-17 4.9960845e-17 ... 3.3033613e-17 3.5235366e-17
 3.5066519e-17]"
8055-57187-0474,[ 3573.552   3574.374   3575.1963 ... 10334.747  10337.131  10339.515 ],"[-2.05613966e-16  2.85814936e-16 -1.00758665e-16 ... -1.72047959e-17
 -3.34721480e-17  2.92338400e-17]","[7.8935378e-17 7.7648721e-17 7.2572406e-17 ... 2.4347760e-17 2.4228188e-17
 2.4095947e-17]"
8056-57186-0026,[ 3575.1963  3576.0208  3576.8435 ... 10334.747  10337.131  10339.515 ],"[ 2.3521258e-17  1.0844144e-17 -1.8215481e-18 ... -5.0402841e-17
 -1.8015605e-17 -4.0324079e-18]","[5.5462401e-17 0.0000000e+00 4.6441000e-17 ... 3.8634132e-17 4.3119264e-17
 4.0098864e-17]"
8058-57196-0192,[ 3573.552   3574.374   3575.1963 ... 10332.376  10334.747  10337.131 ],"[-1.5313808e-16  9.2593360e-17  1.4729649e-16 ...  1.6958890e-17
 -4.5698245e-17 -2.7786416e-17]","[9.0154567e-17 6.8733673e-17 6.8705608e-17 ... 2.3094557e-17 2.5462856e-17
 2.7457312e-17]"
8058-57196-0925,[ 3614.9307  3615.7625  3616.5962 ... 10387.236  10389.631  10392.016 ],"[ 6.3335386e-17  7.4241498e-17  6.2225337e-17 ...  6.7507527e-17
  5.5000920e-17 -1.4528226e-16]","[4.2625269e-17 4.4145676e-17 4.2054769e-17 ... 5.0896598e-17 4.1574739e-17
 5.1415790e-17]"
8059-57895-0317,[ 3582.6133  3583.4395  3584.264  ... 10329.994  10332.376  10334.747 ],"[ 8.1746693e-17  5.5487864e-17  4.5802112e-17 ...  3.1768891e-17
  3.9531255e-18 -5.8244295e-17]","[7.1533176e-17 6.8861542e-17 6.8108503e-17 ... 2.2850778e-17 2.5067159e-17
 2.5761523e-17]"
8059-57895-0836,[ 3616.5962  3617.4282  3618.2625 ... 10360.958  10363.348  10365.737 ],"[ 5.1965336e-17  1.9891571e-17  2.5823067e-17 ... -6.2266391e-17
 -1.3600281e-17  5.0715294e-17]","[5.4951110e-17 4.8263557e-17 4.9911916e-17 ... 5.2129978e-17 3.1537942e-17
 3.3150077e-17]"
8061-58253-0412,[ 3609.109   3609.9392  3610.7717 ... 10322.862  10325.231  10327.612 ],"[ 1.8543809e-18 -1.2369387e-17 -1.2123899e-17 ...  1.0779060e-18
 -2.1857204e-17  1.5057420e-17]","[3.7507294e-17 4.3046628e-17 3.8849097e-17 ... 2.3669330e-17 2.7551651e-17
 2.6851896e-17]"
